,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1251,1252,2005-03-23,Oficina,Venta,Barcelona,126,867636,2005-11-02,Luisa
1252,1253,2005-03-23,Industrial,Alquiler,Barcelona,71,459725,2006-01-26,Joaquín
1253,1254,2005-03-24,Industrial,Venta,Barcelona,127,757809,2006-02-20,Luisa
1257,1258,2005-03-25,Casa,Alquiler,Tarragona,241,1248862,2005-08-22,Jesús
1258,1259,2005-03-25,Industrial,Venta,Tarragona,180,1495260,2005-11-03,Luisa
1259,1260,2005-03-26,Industrial,Venta,Barcelona,91,485849,2005-07-24,Pedro
1260,1261,2005-03-26,Suelo,Alquiler,Tarragona,187,1194930,2006-02-08,Jesús
1261,1262,2005-03-26,Industrial,Alquiler,Barcelona,68,525096,2005-08-27,Joaquín
1262,1263,2005-03-27,Casa,Venta,Tarragona,196,849464,2006-03-26,Jesús
1263,1264,2005-03-28,Oficina,Alquiler,Tarragona,186,1843074,2005-10-04,Pedro
1264,1265,2005-03-28,Suelo,Alquiler,Barcelona,67,627321,2005-07-12,Joaquín
1265,1266,2005-03-28,Oficina,Venta,Tarragona,57,363261,2005-07-24,Joaquín
1268,1269,2005-03-30,Piso,Venta,Barcelona,138,1307688,2006-02-11,María
1269,1270,2005-03-30,Casa,Alquiler,Barcelona,88,531784,2006-01-11,Joaquín
1270,1271,2005-03-30,Parking,Venta,Tarragona,196,1730876,2005-07-12,Luisa
1274,1275,2005-04-01,Piso,Alquiler,Tarragona,278,1754180,2005-12-03,Luisa
1281,1282,2005-04-04,Casa,Venta,Tarragona,102,520914,2005-07-17,Jesús
1283,1284,2005-04-05,Suelo,Alquiler,Tarragona,75,400875,2005-08-26,Joaquín
1286,1287,2005-04-05,Suelo,Venta,Barcelona,194,1612334,2005-09-21,Jesús
1287,1288,2005-04-05,Casa,Alquiler,Tarragona,244,2413648,2006-01-06,María
1288,1289,2005-04-05,Casa,Alquiler,Tarragona,259,1857807,2005-11-07,Luisa
1290,1291,2005-04-06,Industrial,Venta,Tarragona,131,1273320,2005-11-30,Joaquín
1292,1293,2005-04-06,Industrial,Venta,Tarragona,230,1806650,2005-11-30,Pedro
1293,1294,2005-04-07,Local,Venta,Barcelona,102,480318,2006-01-12,Joaquín
1297,1298,2005-04-08,Industrial,Venta,Barcelona,248,1179488,2005-12-26,Jesús
1299,1300,2005-04-09,Suelo,Venta,Barcelona,71,309702,2005-08-09,Carmen
1300,1301,2005-04-10,Suelo,Venta,Tarragona,299,2531334,2005-12-18,Carmen
1302,1303,2005-04-11,Suelo,Venta,Tarragona,130,657020,2006-01-20,Pedro
1303,1304,2005-04-13,Industrial,Venta,Tarragona,102,627300,2006-03-28,Pedro
1304,1305,2005-04-14,Oficina,Venta,Tarragona,91,778141,2005-09-15,Jesús
1305,1306,2005-04-14,Casa,Venta,Barcelona,274,2229812,2005-08-26,María
1313,1314,2005-04-17,Local,Alquiler,Tarragona,142,1205864,2006-02-05,Luisa
1315,1316,2005-04-17,Piso,Alquiler,Barcelona,223,1795819,2005-08-30,Luisa
1316,1317,2005-04-17,Oficina,Venta,Tarragona,93,375999,2006-01-12,Pedro
1317,1318,2005-04-17,Casa,Alquiler,Tarragona,275,1543850,2005-12-21,María
1324,1325,2005-04-19,Piso,Alquiler,Barcelona,73,563122,2005-10-25,Carmen
1325,1326,2005-04-19,Industrial,Alquiler,Barcelona,152,651472,2005-09-13,Carmen
1326,1327,2005-04-19,Industrial,Venta,Barcelona,43,281521,2005-10-27,Jesús
1327,1328,2005-04-20,Parking,Alquiler,Barcelona,273,2306031,2005-09-25,Carmen
1330,1331,2005-04-21,Piso,Venta,Tarragona,176,1435632,2006-03-10,Luisa
1331,1332,2005-04-21,Parking,Alquiler,Tarragona,281,1619122,2005-09-26,Luisa
1332,1333,2005-04-21,Industrial,Venta,Tarragona,42,287952,2006-01-01,Carmen
1334,1335,2005-04-22,Local,Venta,Tarragona,229,954930,2005-08-15,María
1335,1336,2005-04-22,Industrial,Alquiler,Tarragona,266,2583126,2005-12-02,Pedro
1338,1339,2005-04-24,Oficina,Alquiler,Tarragona,77,716793,2006-02-25,Pedro
1339,1340,2005-04-24,Oficina,Venta,Tarragona,172,1033548,2006-01-01,Carmen
1341,1342,2005-04-25,Parking,Venta,Barcelona,194,1698664,2006-03-20,Carmen
1342,1343,2005-04-25,Suelo,Alquiler,Barcelona,269,2292149,2006-01-22,Carmen
1343,1344,2005-04-25,Parking,Venta,Tarragona,285,1500240,2005-08-20,Carmen
1345,1346,2005-04-25,Local,Alquiler,Barcelona,50,333650,2005-12-16,Carmen
1346,1347,2005-04-26,Local,Venta,Barcelona,115,950015,2005-09-26,Pedro
1348,1349,2005-04-26,Casa,Venta,Barcelona,102,892704,2006-01-22,Joaquín
1350,1351,2005-04-26,Piso,Venta,Tarragona,59,505040,2005-09-08,Carmen
1352,1353,2005-04-27,Industrial,Alquiler,Barcelona,269,1702501,2005-12-10,Luisa
1353,1354,2005-04-28,Industrial,Venta,Barcelona,242,2418064,2005-10-24,Jesús
1354,1355,2005-04-28,Piso,Alquiler,Tarragona,158,886222,2006-04-24,Luisa
1355,1356,2005-04-28,Suelo,Venta,Barcelona,161,1421308,2005-11-12,Pedro
1357,1358,2005-04-29,Local,Venta,Tarragona,274,2474494,2006-03-25,Carmen
1358,1359,2005-04-29,Parking,Venta,Tarragona,256,1059328,2006-04-17,Jesús
1359,1360,2005-04-29,Parking,Venta,Tarragona,196,1201480,2005-09-18,María
1360,1361,2005-04-30,Local,Venta,Tarragona,186,1179612,2005-10-06,Carmen
1361,1362,2005-04-30,Oficina,Alquiler,Tarragona,172,1441188,2006-04-12,Luisa
1365,1366,2005-05-01,Suelo,Venta,Tarragona,104,850720,2006-03-28,Pedro
1367,1368,2005-05-02,Oficina,Venta,Tarragona,45,183105,2005-12-06,Joaquín
1370,1371,2005-05-03,Casa,Alquiler,Barcelona,77,406252,2006-02-25,María
1371,1372,2005-05-04,Industrial,Venta,Barcelona,286,2633774,2005-09-01,Carmen
1373,1374,2005-05-04,Local,Venta,Barcelona,214,1287210,2005-12-21,Joaquín
1376,1377,2005-05-05,Industrial,Venta,Tarragona,128,832000,2005-10-06,Luisa
1377,1378,2005-05-05,Oficina,Alquiler,Tarragona,186,1543428,2005-08-25,Pedro
1378,1379,2005-05-06,Parking,Alquiler,Barcelona,119,1013523,2005-08-17,Joaquín
1381,1382,2005-05-06,Parking,Venta,Tarragona,248,1352096,2006-03-14,Jesús
1384,1385,2005-05-08,Parking,Venta,Barcelona,258,2066064,2005-11-25,María
1385,1386,2005-05-08,Casa,Alquiler,Barcelona,245,1244600,2006-01-03,Luisa
1392,1393,2005-05-09,Oficina,Venta,Tarragona,44,305756,2005-11-02,Carmen
1393,1394,2005-05-09,Casa,Venta,Barcelona,254,2011934,2006-03-04,Jesús
1397,1398,2005-05-10,Oficina,Alquiler,Barcelona,107,899014,2006-04-09,María
1400,1401,2005-05-13,Casa,Venta,Barcelona,280,2349200,2006-04-13,Pedro
1401,1402,2005-05-13,Industrial,Venta,Tarragona,155,1133050,2006-02-28,Pedro
1403,1404,2005-05-15,Local,Venta,Barcelona,188,1453428,2005-09-14,Joaquín
1405,1406,2005-05-15,Parking,Venta,Barcelona,163,1531222,2005-10-28,Joaquín
1406,1407,2005-05-16,Oficina,Venta,Tarragona,233,1864000,2005-12-06,Luisa
1407,1408,2005-05-16,Parking,Venta,Barcelona,185,1384355,2005-11-15,Luisa
1409,1410,2005-05-18,Oficina,Venta,Tarragona,80,662000,2006-04-08,Carmen
1410,1411,2005-05-18,Piso,Alquiler,Tarragona,119,999481,2005-09-08,María
1412,1413,2005-05-18,Oficina,Venta,Barcelona,159,742848,2005-10-12,Joaquín
1413,1414,2005-05-21,Piso,Alquiler,Tarragona,209,1206766,2005-11-09,Joaquín
1414,1415,2005-05-21,Suelo,Alquiler,Barcelona,179,896969,2005-09-14,Carmen
1415,1416,2005-05-21,Casa,Alquiler,Barcelona,97,834394,2006-05-20,Jesús
1416,1417,2005-05-21,Piso,Venta,Tarragona,262,1137866,2005-10-23,Joaquín
1417,1418,2005-05-21,Piso,Alquiler,Tarragona,87,520521,2005-09-15,Carmen
1418,1419,2005-05-21,Industrial,Alquiler,Barcelona,244,1300276,2006-03-21,Joaquín
1419,1420,2005-05-21,Oficina,Venta,Tarragona,169,1040871,2005-09-02,Pedro
1420,1421,2005-05-22,Industrial,Venta,Barcelona,196,1584856,2005-09-02,Joaquín
1422,1423,2005-05-23,Parking,Alquiler,Tarragona,280,1240400,2005-11-04,Jesús
1423,1424,2005-05-23,Local,Alquiler,Barcelona,185,1583785,2005-09-17,Luisa
1424,1425,2005-05-23,Parking,Venta,Barcelona,63,516159,2006-03-13,Luisa
1425,1426,2005-05-24,Casa,Alquiler,Tarragona,86,467410,2005-09-15,Jesús
1427,1428,2005-05-24,Suelo,Alquiler,Tarragona,195,1539135,2005-10-02,Luisa
1430,1431,2005-05-25,Piso,Venta,Barcelona,208,1792128,2006-04-15,Jesús
1431,1432,2005-05-25,Suelo,Venta,Barcelona,54,264438,2005-08-23,Joaquín
1432,1433,2005-05-26,Industrial,Alquiler,Tarragona,273,1610973,2006-03-21,Pedro
1433,1434,2005-05-27,Parking,Venta,Tarragona,134,572984,2005-12-30,Jesús
1436,1437,2005-05-27,Industrial,Venta,Barcelona,261,1435239,2006-03-22,Joaquín
1440,1441,2005-05-29,Industrial,Alquiler,Tarragona,249,2116251,2006-01-14,Carmen
1441,1442,2005-05-29,Industrial,Venta,Barcelona,160,1496320,2006-05-08,María
1442,1443,2005-05-29,Casa,Alquiler,Tarragona,73,672257,2006-02-15,Luisa
1444,1445,2005-05-29,Piso,Alquiler,Barcelona,137,585812,2006-01-26,Luisa
1445,1446,2005-05-30,Parking,Venta,Tarragona,54,470988,2006-01-02,María
1446,1447,2005-05-31,Oficina,Alquiler,Barcelona,96,567072,2005-10-30,Jesús
1449,1450,2005-06-01,Suelo,Alquiler,Barcelona,69,499698,2005-08-31,Pedro
1450,1451,2005-06-02,Suelo,Venta,Barcelona,269,1779435,2006-05-18,Jesús
1453,1454,2005-06-04,Piso,Alquiler,Tarragona,193,1605374,2006-01-13,Joaquín
1454,1455,2005-06-04,Casa,Venta,Tarragona,182,1047774,2006-01-31,Jesús
1455,1456,2005-06-05,Oficina,Venta,Tarragona,223,2190752,2006-04-24,Joaquín
1462,1463,2005-06-07,Parking,Alquiler,Tarragona,177,1591584,2005-10-30,Joaquín
1464,1465,2005-06-08,Piso,Alquiler,Tarragona,61,525454,2006-04-10,Luisa
1465,1466,2005-06-08,Suelo,Venta,Barcelona,132,802428,2006-02-15,Joaquín
1467,1468,2005-06-09,Oficina,Alquiler,Tarragona,131,1297686,2006-05-01,Carmen
1469,1470,2005-06-09,Industrial,Alquiler,Tarragona,274,2690954,2006-05-17,Joaquín
1470,1471,2005-06-09,Casa,Alquiler,Tarragona,67,485013,2005-11-27,Joaquín
1472,1473,2005-06-10,Piso,Venta,Barcelona,213,1955340,2006-04-23,Jesús
1473,1474,2005-06-11,Casa,Alquiler,Tarragona,269,2549313,2006-02-20,Carmen
1474,1475,2005-06-11,Casa,Alquiler,Tarragona,53,216187,2006-04-18,Jesús
1477,1478,2005-06-12,Casa,Alquiler,Tarragona,229,1504301,2006-04-08,Joaquín
1478,1479,2005-06-13,Industrial,Venta,Tarragona,51,417231,2006-03-19,Pedro
1479,1480,2005-06-13,Oficina,Venta,Barcelona,124,1053628,2006-04-13,María
1480,1481,2005-06-13,Local,Alquiler,Tarragona,261,1344933,2005-09-24,Pedro
1481,1482,2005-06-13,Suelo,Alquiler,Barcelona,157,868367,2006-06-03,Jesús
1482,1483,2005-06-13,Oficina,Venta,Barcelona,64,368384,2005-09-15,Jesús
1483,1484,2005-06-13,Parking,Alquiler,Barcelona,282,2677590,2006-04-08,Luisa
1484,1485,2005-06-14,Oficina,Venta,Barcelona,151,1484028,2006-03-24,Jesús
1487,1488,2005-06-15,Suelo,Alquiler,Barcelona,106,704476,2006-02-07,Joaquín
1489,1490,2005-06-16,Parking,Venta,Barcelona,112,691712,2006-04-10,Pedro
1491,1492,2005-06-16,Piso,Alquiler,Tarragona,165,1405305,2006-02-01,Carmen
1492,1493,2005-06-16,Industrial,Alquiler,Tarragona,250,1001750,2005-11-23,Joaquín
1493,1494,2005-06-17,Suelo,Alquiler,Tarragona,201,1471320,2006-03-11,Carmen
1496,1497,2005-06-18,Piso,Venta,Tarragona,175,880075,2005-12-15,Jesús
1498,1499,2005-06-19,Industrial,Alquiler,Barcelona,175,1084300,2005-10-10,Luisa
1504,1505,2005-06-22,Suelo,Venta,Tarragona,47,220148,2006-06-14,Jesús
1506,1507,2005-06-22,Parking,Venta,Tarragona,118,716260,2006-04-04,Luisa
1509,1510,2005-06-22,Parking,Venta,Tarragona,163,763329,2006-02-05,Joaquín
1520,1521,2005-06-29,Casa,Alquiler,Barcelona,53,399143,2005-11-08,Jesús
1521,1522,2005-06-29,Suelo,Venta,Barcelona,40,306120,2005-11-24,Carmen
1523,1524,2005-06-29,Piso,Alquiler,Tarragona,134,880380,2005-12-11,María
1524,1525,2005-06-30,Local,Venta,Tarragona,252,2283372,2006-02-12,Carmen
1526,1527,2005-06-30,Parking,Venta,Tarragona,50,400600,2005-10-02,María
1529,1530,2005-06-30,Piso,Alquiler,Tarragona,69,480240,2006-06-07,Jesús
1533,1534,2005-07-02,Local,Alquiler,Barcelona,217,1742293,2006-04-13,Pedro
1534,1535,2005-07-04,Suelo,Venta,Tarragona,68,456756,2005-11-20,Pedro
1536,1537,2005-07-04,Piso,Venta,Barcelona,197,1035826,2006-05-27,Jesús
1538,1539,2005-07-04,Oficina,Venta,Tarragona,103,850368,2005-10-30,Carmen
1539,1540,2005-07-05,Suelo,Alquiler,Tarragona,227,2223919,2005-11-19,Joaquín
1541,1542,2005-07-06,Industrial,Venta,Tarragona,243,2401083,2006-04-08,Joaquín
1546,1547,2005-07-07,Piso,Venta,Barcelona,214,1258534,2006-01-27,María
1547,1548,2005-07-08,Casa,Alquiler,Barcelona,45,330885,2006-04-16,Jesús
1548,1549,2005-07-08,Oficina,Alquiler,Tarragona,59,519259,2005-10-30,María
1549,1550,2005-07-09,Piso,Alquiler,Barcelona,176,804144,2005-11-24,María
1551,1552,2005-07-10,Parking,Venta,Barcelona,108,436428,2006-04-28,Jesús
1552,1553,2005-07-11,Piso,Alquiler,Barcelona,130,859040,2005-11-06,Joaquín
1553,1554,2005-07-11,Suelo,Venta,Barcelona,63,618786,2006-07-07,Luisa
1554,1555,2005-07-12,Suelo,Alquiler,Barcelona,132,708840,2005-11-03,Luisa
1555,1556,2005-07-12,Piso,Alquiler,Tarragona,183,1388238,2006-06-13,Joaquín
1556,1557,2005-07-12,Local,Venta,Barcelona,159,1582845,2006-04-15,Pedro
1557,1558,2005-07-13,Suelo,Alquiler,Tarragona,163,830648,2005-10-30,Joaquín
1560,1561,2005-07-15,Casa,Alquiler,Barcelona,291,1823406,2006-05-02,Pedro
1564,1565,2005-07-16,Piso,Venta,Tarragona,80,533840,2006-05-29,Luisa
1566,1567,2005-07-16,Oficina,Alquiler,Tarragona,296,2057496,2005-11-13,Jesús
1568,1569,2005-07-17,Oficina,Alquiler,Tarragona,273,2202837,2006-06-27,María
1569,1570,2005-07-17,Parking,Alquiler,Barcelona,67,347931,2006-04-28,Pedro
1570,1571,2005-07-18,Casa,Venta,Barcelona,127,583692,2006-01-11,Carmen
1571,1572,2005-07-18,Local,Alquiler,Barcelona,300,1716300,2006-04-21,María
1572,1573,2005-07-18,Local,Venta,Barcelona,202,1271388,2006-01-10,Joaquín
1573,1574,2005-07-18,Piso,Alquiler,Barcelona,203,1699719,2006-01-10,Jesús
1574,1575,2005-07-19,Industrial,Venta,Barcelona,275,1620575,2006-02-18,Joaquín
1576,1577,2005-07-20,Piso,Alquiler,Tarragona,288,1186560,2005-11-05,Luisa
1578,1579,2005-07-20,Suelo,Venta,Tarragona,141,1207101,2006-02-20,María
1579,1580,2005-07-21,Piso,Venta,Tarragona,110,786830,2005-11-18,Carmen
1580,1581,2005-07-21,Suelo,Alquiler,Tarragona,233,2224917,2005-10-27,Jesús
1585,1586,2005-07-22,Industrial,Venta,Tarragona,291,1447434,2006-02-02,María
1590,1591,2005-07-24,Parking,Venta,Tarragona,255,1627920,2006-03-12,Jesús
1591,1592,2005-07-24,Parking,Venta,Barcelona,207,1107864,2006-05-15,Luisa
1592,1593,2005-07-24,Casa,Alquiler,Tarragona,77,562947,2005-10-25,Luisa
1595,1596,2005-07-25,Suelo,Alquiler,Barcelona,264,2133120,2006-01-26,María
1601,1602,2005-07-28,Local,Alquiler,Tarragona,115,756355,2006-02-16,Pedro
1602,1603,2005-07-28,Piso,Alquiler,Barcelona,165,687720,2006-02-20,Carmen
1603,1604,2005-07-29,Suelo,Venta,Tarragona,132,807048,2005-10-31,Carmen
1604,1605,2005-07-30,Casa,Alquiler,Barcelona,260,1301560,2005-12-29,Carmen
1605,1606,2005-07-31,Piso,Alquiler,Barcelona,211,1951328,2006-01-03,Luisa
1607,1608,2005-08-01,Oficina,Venta,Barcelona,139,740731,2006-03-14,María
1610,1611,2005-08-02,Suelo,Alquiler,Tarragona,71,692037,2006-06-02,Joaquín
1613,1614,2005-08-03,Suelo,Alquiler,Tarragona,152,960032,2006-04-11,Luisa
1617,1618,2005-08-04,Local,Alquiler,Tarragona,135,990360,2005-12-03,Joaquín
1621,1622,2005-08-04,Industrial,Venta,Tarragona,233,1782683,2006-07-28,Pedro
1622,1623,2005-08-04,Industrial,Alquiler,Barcelona,47,286747,2006-06-10,Joaquín
1623,1624,2005-08-04,Oficina,Alquiler,Tarragona,59,281548,2006-07-22,Jesús
1625,1626,2005-08-05,Local,Venta,Barcelona,188,1209216,2006-03-14,María
1626,1627,2005-08-06,Parking,Venta,Barcelona,245,1202705,2005-12-10,Jesús
1629,1630,2005-08-06,Suelo,Alquiler,Tarragona,69,349623,2006-05-06,Joaquín
1630,1631,2005-08-07,Local,Alquiler,Barcelona,300,1900200,2005-12-09,Pedro
1631,1632,2005-08-07,Oficina,Alquiler,Tarragona,48,404352,2006-02-25,Joaquín
1634,1635,2005-08-08,Piso,Alquiler,Barcelona,250,1669250,2006-01-04,María
1636,1637,2005-08-08,Parking,Venta,Barcelona,112,829808,2006-03-29,Joaquín
1639,1640,2005-08-09,Parking,Alquiler,Tarragona,162,1297134,2006-02-14,María
1642,1643,2005-08-10,Piso,Alquiler,Tarragona,130,1246050,2005-11-27,Luisa
1643,1644,2005-08-10,Local,Venta,Barcelona,269,2384954,2006-02-12,María
1646,1647,2005-08-12,Local,Venta,Tarragona,297,2888325,2005-11-27,Pedro
1647,1648,2005-08-12,Casa,Venta,Tarragona,118,545986,2006-02-27,Pedro
1648,1649,2005-08-14,Local,Venta,Barcelona,119,906780,2005-11-21,Carmen
1649,1650,2005-08-14,Casa,Alquiler,Tarragona,57,293037,2005-11-27,Carmen
1654,1655,2005-08-15,Local,Alquiler,Barcelona,82,375232,2006-05-22,Jesús
1656,1657,2005-08-16,Casa,Alquiler,Barcelona,89,358670,2006-02-19,Luisa
1657,1658,2005-08-16,Parking,Alquiler,Barcelona,232,1643256,2006-02-22,María
1658,1659,2005-08-16,Suelo,Alquiler,Barcelona,221,1069640,2006-06-01,Joaquín
1660,1661,2005-08-17,Oficina,Venta,Barcelona,58,509356,2006-05-20,Luisa
1662,1663,2005-08-18,Parking,Alquiler,Barcelona,224,986048,2006-02-10,María
1666,1667,2005-08-22,Local,Venta,Barcelona,209,843106,2006-01-24,María
1669,1670,2005-08-23,Local,Venta,Tarragona,263,1499889,2006-08-08,Pedro
1670,1671,2005-08-24,Industrial,Venta,Tarragona,236,1707224,2006-02-05,Pedro
1674,1675,2005-08-26,Piso,Alquiler,Tarragona,216,2045304,2006-04-09,Jesús
1675,1676,2005-08-27,Oficina,Venta,Tarragona,239,2181353,2006-06-15,María
1678,1679,2005-08-27,Oficina,Venta,Barcelona,91,663845,2006-04-07,María
1682,1683,2005-08-28,Suelo,Venta,Tarragona,101,552773,2005-11-28,Luisa
1684,1685,2005-08-28,Piso,Alquiler,Barcelona,254,1191260,2006-07-27,Pedro
1690,1691,2005-08-30,Casa,Venta,Tarragona,139,785628,2006-01-10,Jesús
1695,1696,2005-08-31,Industrial,Venta,Barcelona,158,1473982,2006-08-29,Carmen
1697,1698,2005-09-02,Industrial,Alquiler,Barcelona,213,1333593,2006-04-06,Jesús
1698,1699,2005-09-03,Industrial,Alquiler,Barcelona,202,1558430,2006-01-26,Jesús
1699,1700,2005-09-03,Parking,Venta,Barcelona,163,1150128,2006-03-18,Joaquín
1700,1701,2005-09-03,Piso,Venta,Barcelona,245,1517285,2006-05-07,Luisa
1703,1704,2005-09-06,Industrial,Venta,Barcelona,161,827057,2006-05-05,María
1704,1705,2005-09-06,Local,Alquiler,Tarragona,170,1429020,2005-12-14,Pedro
1705,1706,2005-09-06,Industrial,Alquiler,Tarragona,261,2026404,2006-02-05,Carmen
1706,1707,2005-09-07,Piso,Alquiler,Tarragona,99,938916,2006-09-04,Pedro
1707,1708,2005-09-07,Casa,Alquiler,Tarragona,205,1762180,2006-05-14,Jesús
1708,1709,2005-09-07,Parking,Alquiler,Barcelona,173,842683,2006-01-30,Joaquín
1709,1710,2005-09-07,Local,Venta,Barcelona,272,2074000,2006-08-14,Joaquín
1710,1711,2005-09-08,Local,Venta,Barcelona,299,1424436,2006-01-17,Carmen
1713,1714,2005-09-09,Suelo,Venta,Barcelona,129,617652,2006-09-03,Joaquín
1714,1715,2005-09-09,Industrial,Alquiler,Tarragona,100,526800,2006-04-29,Joaquín
1715,1716,2005-09-09,Oficina,Venta,Tarragona,187,1031305,2006-02-17,Joaquín
1716,1717,2005-09-09,Parking,Alquiler,Tarragona,153,824517,2006-05-31,María
1717,1718,2005-09-09,Local,Venta,Barcelona,218,1911424,2006-07-22,Carmen
1719,1720,2005-09-10,Local,Venta,Barcelona,254,1668526,2005-12-29,Carmen
1721,1722,2005-09-10,Piso,Alquiler,Tarragona,250,2478000,2006-04-27,Carmen
1723,1724,2005-09-10,Parking,Venta,Tarragona,270,1798470,2006-03-02,Joaquín
1724,1725,2005-09-11,Local,Alquiler,Barcelona,145,943805,2006-05-17,Luisa
1726,1727,2005-09-11,Industrial,Venta,Tarragona,271,2028164,2006-01-07,María
1727,1728,2005-09-11,Piso,Alquiler,Tarragona,240,1602720,2006-06-03,Joaquín
1728,1729,2005-09-11,Suelo,Venta,Tarragona,185,1230990,2006-05-19,Jesús
1729,1730,2005-09-12,Oficina,Venta,Tarragona,194,1490114,2005-12-18,Luisa
1730,1731,2005-09-12,Parking,Venta,Tarragona,223,2143922,2006-04-20,Jesús
1731,1732,2005-09-12,Oficina,Venta,Barcelona,66,415866,2006-07-19,María
1732,1733,2005-09-13,Industrial,Venta,Barcelona,140,864080,2006-02-08,Carmen
1733,1734,2005-09-13,Oficina,Alquiler,Barcelona,223,974956,2006-07-23,Luisa
1735,1736,2005-09-14,Industrial,Alquiler,Tarragona,176,1043856,2006-05-25,Jesús
1736,1737,2005-09-14,Piso,Venta,Barcelona,94,707914,2006-05-07,Jesús
1737,1738,2005-09-14,Casa,Alquiler,Tarragona,153,948600,2006-03-30,Jesús
1739,1740,2005-09-16,Local,Venta,Tarragona,145,598705,2005-12-17,María
1740,1741,2005-09-16,Oficina,Venta,Tarragona,79,441373,2006-02-02,Carmen
1743,1744,2005-09-17,Piso,Venta,Tarragona,51,425646,2005-12-18,Luisa
1744,1745,2005-09-17,Casa,Venta,Tarragona,132,641520,2006-04-04,Joaquín
1745,1746,2005-09-19,Parking,Alquiler,Barcelona,193,1540140,2006-08-08,Jesús
1747,1748,2005-09-21,Piso,Alquiler,Barcelona,111,656676,2006-02-05,Joaquín
1748,1749,2005-09-21,Piso,Alquiler,Tarragona,123,873546,2006-02-02,Joaquín
1751,1752,2005-09-21,Piso,Venta,Tarragona,116,803300,2006-09-13,María
1752,1753,2005-09-21,Casa,Alquiler,Tarragona,185,1129980,2006-04-10,Pedro
1754,1755,2005-09-22,Casa,Venta,Barcelona,182,1305304,2006-06-06,Luisa
1756,1757,2005-09-24,Suelo,Alquiler,Tarragona,204,878424,2006-07-23,Carmen
1758,1759,2005-09-25,Casa,Venta,Tarragona,232,2133472,2006-05-18,Carmen
1759,1760,2005-09-25,Local,Alquiler,Barcelona,98,683844,2006-01-21,Joaquín
1763,1764,2005-09-27,Piso,Alquiler,Barcelona,187,911064,2006-02-24,María
1764,1765,2005-09-29,Industrial,Alquiler,Barcelona,121,490897,2006-09-27,María
1765,1766,2005-09-29,Oficina,Venta,Barcelona,231,2299374,2006-05-15,Jesús
1767,1768,2005-09-30,Suelo,Alquiler,Barcelona,79,409378,2006-08-15,Luisa
1768,1769,2005-10-01,Oficina,Venta,Tarragona,134,549668,2006-08-10,Pedro
1769,1770,2005-10-01,Piso,Venta,Barcelona,164,878712,2006-01-21,María
1770,1771,2005-10-01,Local,Alquiler,Tarragona,285,1779825,2006-02-28,María
1772,1773,2005-10-01,Casa,Venta,Barcelona,132,850476,2006-05-20,Jesús
1775,1776,2005-10-01,Parking,Venta,Tarragona,229,2215117,2006-08-01,Jesús
1777,1778,2005-10-02,Local,Alquiler,Barcelona,204,1929228,2006-05-14,Pedro
1778,1779,2005-10-02,Suelo,Alquiler,Barcelona,68,613496,2006-01-18,Jesús
1779,1780,2005-10-02,Casa,Venta,Barcelona,180,979560,2006-06-09,María
1780,1781,2005-10-02,Casa,Venta,Barcelona,55,264385,2006-07-27,Joaquín
1781,1782,2005-10-02,Casa,Alquiler,Barcelona,258,1146552,2006-07-26,Luisa
1784,1785,2005-10-03,Oficina,Venta,Tarragona,61,257725,2006-02-27,Jesús
1786,1787,2005-10-03,Parking,Venta,Tarragona,299,2669472,2006-06-10,Joaquín
1791,1792,2005-10-05,Local,Venta,Barcelona,106,804540,2006-10-02,Pedro
1792,1793,2005-10-05,Casa,Alquiler,Barcelona,274,1753052,2006-02-28,Joaquín
1794,1795,2005-10-05,Oficina,Venta,Barcelona,224,1420160,2006-05-03,Jesús
1797,1798,2005-10-06,Local,Alquiler,Barcelona,211,1522998,2006-06-02,Luisa
1800,1801,2005-10-06,Piso,Venta,Tarragona,127,1204722,2006-07-29,Joaquín
1801,1802,2005-10-07,Oficina,Venta,Barcelona,158,909606,2006-06-19,Carmen
1803,1804,2005-10-07,Suelo,Venta,Barcelona,116,857936,2006-01-23,Luisa
1804,1805,2005-10-07,Suelo,Venta,Barcelona,242,1963104,2006-07-19,Pedro
1805,1806,2005-10-08,Industrial,Venta,Tarragona,264,1133352,2006-02-02,Pedro
1809,1810,2005-10-11,Industrial,Venta,Barcelona,64,480384,2006-05-15,Carmen
1811,1812,2005-10-12,Oficina,Venta,Barcelona,124,945624,2006-05-22,Joaquín
1813,1814,2005-10-12,Local,Alquiler,Barcelona,56,346192,2006-04-18,María
1815,1816,2005-10-12,Industrial,Venta,Tarragona,120,1050000,2006-02-05,Pedro
1822,1823,2005-10-15,Parking,Alquiler,Barcelona,271,2334123,2006-08-02,Joaquín
1825,1826,2005-10-16,Suelo,Venta,Barcelona,228,994536,2006-03-27,Joaquín
1827,1828,2005-10-16,Local,Venta,Barcelona,214,1687604,2006-01-22,Luisa
1830,1831,2005-10-17,Oficina,Venta,Tarragona,156,991224,2006-05-30,Carmen
1834,1835,2005-10-19,Oficina,Venta,Tarragona,70,511840,2006-03-20,María
1835,1836,2005-10-20,Parking,Alquiler,Barcelona,133,745864,2006-06-01,María
1837,1838,2005-10-20,Suelo,Alquiler,Tarragona,214,1642664,2006-08-29,Luisa
