,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
650,651,2004-08-22,Piso,Venta,Girona,207,1015956,2005-06-17,Jesús
651,652,2004-08-22,Oficina,Alquiler,Girona,259,1080548,2004-12-31,María
652,653,2004-08-22,Piso,Venta,Tarragona,147,730149,2004-12-25,Carmen
653,654,2004-08-22,Oficina,Alquiler,Girona,207,1953873,2005-06-10,Luisa
654,655,2004-08-22,Oficina,Venta,Girona,293,2787016,2005-03-23,Luisa
655,656,2004-08-23,Oficina,Venta,Tarragona,252,1773072,2005-04-01,Luisa
656,657,2004-08-23,Casa,Venta,Lleida,284,1589832,2005-02-28,Luisa
657,658,2004-08-23,Parking,Venta,Tarragona,286,1442870,2005-08-09,Pedro
658,659,2004-08-23,Casa,Alquiler,Barcelona,72,500400,2005-01-22,María
659,660,2004-08-23,Piso,Venta,Tarragona,176,1003552,2005-08-05,Carmen
660,661,2004-08-23,Local,Venta,Girona,278,1730550,2004-12-09,María
661,662,2004-08-24,Parking,Alquiler,Girona,254,1963166,2005-07-27,Joaquín
662,663,2004-08-24,Local,Alquiler,Barcelona,47,463843,2005-02-19,Joaquín
663,664,2004-08-24,Local,Alquiler,Girona,252,2057832,2005-03-14,Luisa
664,665,2004-08-25,Local,Alquiler,Girona,163,1520627,2005-04-20,Pedro
665,666,2004-08-26,Suelo,Venta,Lleida,271,1457980,2005-05-09,Luisa
666,667,2004-08-26,Oficina,Venta,Barcelona,116,651920,2005-05-09,María
667,668,2004-08-27,Parking,Venta,Barcelona,195,1513005,2005-01-21,Pedro
668,669,2004-08-27,Parking,Venta,Tarragona,290,1747830,2005-01-14,Luisa
669,670,2004-08-28,Industrial,Venta,Barcelona,289,2188597,2005-04-27,María
670,671,2004-08-28,Suelo,Alquiler,Barcelona,235,1277930,2005-04-07,Luisa
671,672,2004-08-28,Local,Alquiler,Tarragona,186,1225926,2005-05-16,Luisa
672,673,2004-08-29,Industrial,Venta,Barcelona,67,479318,2005-04-03,Luisa
673,674,2004-08-29,Parking,Venta,Girona,152,1392168,2005-08-04,Pedro
674,675,2004-08-29,Oficina,Alquiler,Barcelona,62,329716,2005-05-10,Pedro
675,676,2004-08-29,Casa,Venta,Girona,47,311563,2004-12-27,Carmen
676,677,2004-08-30,Industrial,Alquiler,Tarragona,54,227178,2005-01-24,Joaquín
677,678,2004-08-30,Industrial,Venta,Barcelona,225,1239300,2005-01-29,María
678,679,2004-08-30,Suelo,Venta,Tarragona,113,1074969,2005-04-16,Joaquín
679,680,2004-08-30,Piso,Alquiler,Tarragona,249,1029864,2005-05-06,Carmen
680,681,2004-08-30,Industrial,Alquiler,Tarragona,284,1166104,2005-04-08,Jesús
681,682,2004-08-30,Oficina,Venta,Lleida,274,1577692,2005-05-11,Joaquín
682,683,2004-08-30,Piso,Alquiler,Lleida,121,1049433,2005-06-07,Jesús
683,684,2004-08-31,Parking,Venta,Tarragona,247,2285244,2005-03-07,María
684,685,2004-08-31,Piso,Venta,Girona,97,662316,2005-04-27,Carmen
685,686,2004-08-31,Suelo,Alquiler,Tarragona,57,330771,2005-01-05,María
686,687,2004-09-01,Piso,Alquiler,Lleida,240,1214880,2005-04-09,Luisa
687,688,2004-09-01,Suelo,Venta,Lleida,163,688838,2004-12-13,Luisa
688,689,2004-09-02,Parking,Venta,Girona,64,622144,2005-07-05,María
689,690,2004-09-02,Parking,Alquiler,Tarragona,81,723492,2005-07-10,Joaquín
690,691,2004-09-02,Casa,Alquiler,Girona,118,827062,2005-03-22,Joaquín
691,692,2004-09-02,Oficina,Venta,Lleida,177,1022883,2005-04-29,María
692,693,2004-09-03,Suelo,Venta,Barcelona,269,1722407,2004-12-21,Jesús
693,694,2004-09-03,Piso,Alquiler,Lleida,88,392832,2005-01-28,María
694,695,2004-09-03,Local,Venta,Lleida,205,1524585,2005-05-02,Pedro
695,696,2004-09-04,Suelo,Alquiler,Tarragona,256,1379328,2005-03-27,Luisa
696,697,2004-09-04,Local,Alquiler,Barcelona,163,1570016,2005-08-04,Carmen
697,698,2004-09-05,Parking,Alquiler,Girona,187,789140,2005-05-16,Carmen
698,699,2004-09-05,Suelo,Alquiler,Girona,73,542974,2005-06-14,Luisa
699,700,2004-09-06,Local,Alquiler,Girona,299,1251315,2005-01-20,Luisa
700,701,2004-09-06,Casa,Venta,Girona,225,2023200,2004-12-27,Joaquín
701,702,2004-09-07,Piso,Alquiler,Girona,295,2553225,2005-01-14,Carmen
702,703,2004-09-07,Casa,Venta,Tarragona,160,1341120,2005-07-25,María
703,704,2004-09-08,Piso,Alquiler,Barcelona,278,2540364,2005-04-12,Carmen
704,705,2004-09-08,Oficina,Alquiler,Tarragona,271,1165842,2005-02-10,Luisa
705,706,2004-09-08,Piso,Alquiler,Girona,258,1501560,2005-01-05,Joaquín
706,707,2004-09-08,Industrial,Venta,Girona,215,1713120,2005-05-27,Carmen
707,708,2004-09-08,Industrial,Venta,Tarragona,158,1124012,2005-05-03,Pedro
708,709,2004-09-09,Casa,Alquiler,Tarragona,210,1181670,2005-07-13,Jesús
709,710,2004-09-09,Parking,Venta,Lleida,274,1291636,2005-05-24,María
710,711,2004-09-10,Casa,Venta,Tarragona,289,2114035,2004-12-14,Luisa
711,712,2004-09-10,Parking,Alquiler,Lleida,244,2280668,2005-07-16,María
712,713,2004-09-10,Casa,Venta,Barcelona,73,688463,2005-08-08,Luisa
713,714,2004-09-10,Casa,Alquiler,Lleida,235,2135210,2005-05-14,Pedro
714,715,2004-09-10,Oficina,Alquiler,Lleida,43,329681,2005-01-19,Jesús
715,716,2004-09-10,Oficina,Alquiler,Barcelona,206,1793848,2005-09-03,Luisa
716,717,2004-09-10,Local,Alquiler,Tarragona,47,457498,2005-02-23,Jesús
717,718,2004-09-11,Suelo,Alquiler,Girona,161,736092,2005-02-26,María
718,719,2004-09-11,Oficina,Venta,Tarragona,283,1565839,2005-06-15,Pedro
719,720,2004-09-11,Casa,Venta,Tarragona,226,2216608,2005-07-09,Luisa
720,721,2004-09-12,Industrial,Venta,Tarragona,44,266596,2005-04-23,Luisa
721,722,2004-09-12,Industrial,Alquiler,Girona,86,611546,2005-02-10,Carmen
722,723,2004-09-12,Casa,Alquiler,Girona,54,518508,2005-02-16,María
723,724,2004-09-12,Oficina,Alquiler,Barcelona,241,2085373,2005-07-07,Joaquín
724,725,2004-09-13,Oficina,Alquiler,Barcelona,180,901980,2005-02-07,Carmen
725,726,2004-09-13,Parking,Venta,Girona,112,1081360,2005-05-03,María
726,727,2004-09-15,Suelo,Alquiler,Girona,195,1168440,2004-12-30,Luisa
727,728,2004-09-16,Suelo,Venta,Barcelona,139,585746,2005-05-03,Pedro
728,729,2004-09-16,Casa,Alquiler,Lleida,197,1905187,2005-09-15,Pedro
729,730,2004-09-16,Parking,Alquiler,Tarragona,284,1830664,2005-01-02,Pedro
730,731,2004-09-16,Casa,Venta,Girona,109,555246,2005-04-10,Joaquín
731,732,2004-09-16,Suelo,Venta,Tarragona,117,652743,2004-12-23,Pedro
732,733,2004-09-17,Oficina,Alquiler,Girona,164,1225244,2005-08-07,Jesús
733,734,2004-09-17,Piso,Venta,Lleida,85,644470,2005-06-22,María
734,735,2004-09-18,Oficina,Alquiler,Barcelona,89,588023,2005-06-26,Joaquín
735,736,2004-09-19,Industrial,Venta,Barcelona,112,840560,2005-06-29,Pedro
736,737,2004-09-19,Suelo,Alquiler,Lleida,85,780980,2005-07-20,Joaquín
737,738,2004-09-19,Suelo,Alquiler,Lleida,294,1201578,2005-01-31,Luisa
738,739,2004-09-20,Piso,Venta,Barcelona,250,1527750,2005-02-10,Luisa
739,740,2004-09-21,Parking,Alquiler,Barcelona,254,2328418,2005-01-06,Joaquín
740,741,2004-09-21,Parking,Venta,Tarragona,126,1184274,2005-07-28,María
741,742,2004-09-22,Suelo,Venta,Barcelona,218,1330236,2004-12-27,Pedro
742,743,2004-09-22,Local,Venta,Lleida,56,542864,2005-09-08,María
743,744,2004-09-22,Casa,Venta,Barcelona,99,538065,2005-06-19,Jesús
744,745,2004-09-22,Suelo,Venta,Lleida,83,445295,2005-01-30,Pedro
745,746,2004-09-22,Oficina,Alquiler,Tarragona,136,761056,2005-04-11,Jesús
746,747,2004-09-22,Suelo,Alquiler,Barcelona,178,1355470,2004-12-24,María
747,748,2004-09-22,Industrial,Alquiler,Girona,228,2145480,2005-06-21,María
748,749,2004-09-23,Local,Venta,Lleida,114,679554,2005-09-16,Pedro
749,750,2004-09-23,Parking,Alquiler,Girona,294,1335936,2005-07-14,Carmen
750,751,2004-09-23,Parking,Venta,Girona,132,556116,2005-09-11,Luisa
751,752,2004-09-25,Local,Venta,Barcelona,182,1509872,2005-08-05,Luisa
752,753,2004-09-25,Local,Venta,Lleida,67,399655,2005-08-13,Luisa
753,754,2004-09-25,Piso,Alquiler,Tarragona,251,1206557,2005-05-20,María
754,755,2004-09-25,Oficina,Venta,Tarragona,235,2202655,2005-04-16,Pedro
755,756,2004-09-26,Industrial,Alquiler,Tarragona,50,308850,2005-08-10,Pedro
756,757,2004-09-26,Industrial,Venta,Barcelona,42,306726,2005-06-16,Jesús
757,758,2004-09-26,Piso,Venta,Barcelona,272,1535168,2005-07-26,Luisa
758,759,2004-09-26,Piso,Alquiler,Tarragona,117,823680,2005-01-19,María
759,760,2004-09-26,Casa,Alquiler,Barcelona,299,1695330,2005-07-14,Joaquín
760,761,2004-09-26,Local,Venta,Girona,50,411700,2005-01-05,Carmen
761,762,2004-09-26,Parking,Venta,Barcelona,48,371712,2005-08-14,María
762,763,2004-09-27,Piso,Alquiler,Girona,291,2411808,2005-02-28,Joaquín
763,764,2004-09-27,Oficina,Alquiler,Girona,210,1122240,2005-08-27,Pedro
764,765,2004-09-28,Local,Alquiler,Girona,291,2354481,2005-01-26,Carmen
765,766,2004-09-29,Piso,Alquiler,Girona,204,1044480,2005-04-17,Jesús
766,767,2004-09-29,Piso,Alquiler,Barcelona,95,510150,2005-05-07,Jesús
767,768,2004-09-29,Piso,Venta,Girona,231,1213212,2005-06-24,Carmen
768,769,2004-10-02,Casa,Venta,Barcelona,159,1162131,2005-08-25,Pedro
769,770,2004-10-04,Oficina,Venta,Lleida,185,1343840,2005-04-17,Carmen
770,771,2004-10-04,Industrial,Venta,Girona,44,223564,2005-09-26,Luisa
771,772,2004-10-04,Suelo,Venta,Barcelona,277,1363948,2005-01-02,Jesús
772,773,2004-10-04,Suelo,Venta,Lleida,59,484744,2005-05-27,Joaquín
773,774,2004-10-05,Local,Alquiler,Tarragona,244,2332152,2005-06-05,Joaquín
774,775,2004-10-05,Local,Venta,Lleida,204,1606500,2005-07-25,Carmen
775,776,2004-10-05,Parking,Venta,Lleida,76,411160,2005-02-15,Joaquín
776,777,2004-10-05,Suelo,Alquiler,Tarragona,68,611796,2005-06-18,Luisa
777,778,2004-10-06,Local,Alquiler,Barcelona,228,1554732,2005-08-17,Jesús
778,779,2004-10-06,Local,Alquiler,Tarragona,256,1877760,2005-04-14,María
779,780,2004-10-06,Local,Venta,Tarragona,185,1607280,2005-03-28,Carmen
780,781,2004-10-06,Suelo,Alquiler,Lleida,158,1217390,2005-04-27,Luisa
781,782,2004-10-06,Suelo,Venta,Girona,74,299996,2005-09-02,María
782,783,2004-10-06,Oficina,Alquiler,Girona,219,1455693,2005-01-28,Joaquín
783,784,2004-10-06,Parking,Alquiler,Tarragona,83,778706,2005-09-11,María
784,785,2004-10-06,Casa,Alquiler,Barcelona,228,1685148,2005-10-05,Luisa
785,786,2004-10-06,Parking,Venta,Lleida,224,913248,2005-07-03,Jesús
786,787,2004-10-06,Casa,Venta,Barcelona,279,2064879,2005-05-07,María
787,788,2004-10-07,Casa,Venta,Girona,92,853852,2005-09-25,Carmen
788,789,2004-10-07,Piso,Venta,Barcelona,251,1781849,2005-07-23,Luisa
789,790,2004-10-07,Piso,Venta,Tarragona,108,647460,2005-03-10,Luisa
790,791,2004-10-08,Industrial,Venta,Girona,113,869196,2005-07-28,Jesús
791,792,2004-10-08,Piso,Venta,Tarragona,292,1565120,2005-10-02,Joaquín
792,793,2004-10-08,Piso,Venta,Lleida,88,507320,2005-09-06,María
793,794,2004-10-10,Oficina,Venta,Tarragona,277,1522946,2005-03-09,Joaquín
794,795,2004-10-10,Casa,Alquiler,Tarragona,74,338476,2005-05-19,Jesús
795,796,2004-10-10,Casa,Alquiler,Lleida,110,950290,2005-06-08,Carmen
796,797,2004-10-11,Oficina,Venta,Barcelona,255,1442280,2005-05-04,Jesús
797,798,2004-10-11,Piso,Venta,Girona,222,1478742,2005-09-24,Jesús
798,799,2004-10-11,Suelo,Alquiler,Tarragona,278,2209822,2005-02-27,Jesús
799,800,2004-10-12,Local,Alquiler,Tarragona,67,653250,2005-02-19,María
800,801,2004-10-13,Local,Alquiler,Tarragona,159,1323198,2005-08-26,Jesús
801,802,2004-10-13,Suelo,Venta,Lleida,114,1106028,2005-02-27,María
802,803,2004-10-13,Local,Alquiler,Tarragona,163,1115409,2005-03-14,María
803,804,2004-10-13,Industrial,Venta,Girona,114,580032,2005-03-28,Jesús
804,805,2004-10-14,Piso,Alquiler,Barcelona,243,1469178,2005-02-18,Pedro
805,806,2004-10-14,Oficina,Venta,Girona,43,415552,2005-01-16,Luisa
806,807,2004-10-15,Suelo,Alquiler,Tarragona,259,1891736,2005-07-18,María
807,808,2004-10-15,Oficina,Alquiler,Girona,119,630224,2005-04-09,Joaquín
808,809,2004-10-15,Casa,Venta,Tarragona,222,1292484,2005-10-01,Pedro
809,810,2004-10-15,Industrial,Venta,Barcelona,51,334305,2005-09-25,Carmen
810,811,2004-10-16,Industrial,Venta,Lleida,214,1805518,2005-08-30,Carmen
811,812,2004-10-16,Oficina,Venta,Tarragona,236,2208252,2005-04-21,Pedro
812,813,2004-10-17,Casa,Venta,Girona,138,733470,2005-04-04,Pedro
813,814,2004-10-17,Oficina,Alquiler,Barcelona,192,1627200,2005-01-27,Luisa
814,815,2004-10-17,Industrial,Venta,Tarragona,182,1690416,2005-09-04,Pedro
815,816,2004-10-18,Parking,Alquiler,Barcelona,232,2180104,2005-07-19,Joaquín
816,817,2004-10-18,Suelo,Alquiler,Barcelona,158,878638,2005-05-05,Joaquín
817,818,2004-10-18,Suelo,Alquiler,Tarragona,49,244608,2005-04-21,Pedro
818,819,2004-10-19,Parking,Venta,Barcelona,102,562632,2005-09-01,Luisa
819,820,2004-10-19,Piso,Alquiler,Tarragona,206,1688170,2005-07-17,Jesús
820,821,2004-10-19,Parking,Venta,Girona,161,1392006,2005-07-12,María
821,822,2004-10-20,Industrial,Venta,Tarragona,259,1628333,2005-08-09,María
822,823,2004-10-20,Parking,Venta,Lleida,177,992793,2005-03-20,Carmen
823,824,2004-10-21,Piso,Alquiler,Girona,60,484560,2005-08-24,Jesús
824,825,2004-10-21,Local,Venta,Tarragona,172,866880,2005-09-01,Luisa
825,826,2004-10-21,Oficina,Alquiler,Girona,239,1709567,2005-06-10,Jesús
826,827,2004-10-22,Industrial,Venta,Tarragona,149,1391809,2005-08-06,Pedro
827,828,2004-10-23,Industrial,Alquiler,Barcelona,199,1278774,2005-04-06,Pedro
828,829,2004-10-23,Local,Venta,Lleida,152,1218888,2005-03-04,Joaquín
829,830,2004-10-24,Local,Venta,Lleida,143,1409551,2005-04-23,Jesús
830,831,2004-10-24,Parking,Venta,Girona,115,880900,2005-07-04,Carmen
831,832,2004-10-24,Casa,Alquiler,Tarragona,87,574200,2005-05-19,Carmen
832,833,2004-10-24,Oficina,Alquiler,Lleida,212,1968632,2005-10-23,Pedro
833,834,2004-10-24,Casa,Venta,Barcelona,73,592103,2005-03-21,Jesús
834,835,2004-10-25,Parking,Venta,Lleida,168,1276800,2005-07-25,Carmen
835,836,2004-10-25,Suelo,Venta,Tarragona,274,2124596,2005-02-21,Carmen
836,837,2004-10-27,Local,Venta,Girona,127,1021334,2005-05-21,Joaquín
837,838,2004-10-27,Piso,Alquiler,Girona,62,583110,2005-02-19,Joaquín
838,839,2004-10-27,Local,Venta,Lleida,109,1029178,2005-07-13,Joaquín
839,840,2004-10-27,Parking,Alquiler,Girona,114,1040478,2005-04-29,Carmen
840,841,2004-10-27,Piso,Venta,Girona,120,1061160,2005-04-13,Luisa
841,842,2004-10-29,Suelo,Venta,Barcelona,109,942196,2005-08-31,Joaquín
842,843,2004-10-30,Casa,Venta,Barcelona,175,1712725,2005-03-12,Carmen
843,844,2004-10-30,Local,Alquiler,Tarragona,121,593021,2005-02-28,Luisa
844,845,2004-10-31,Industrial,Venta,Tarragona,280,1485680,2005-10-23,Luisa
845,846,2004-10-31,Suelo,Alquiler,Tarragona,246,2214984,2005-09-22,Joaquín
846,847,2004-10-31,Piso,Alquiler,Girona,121,731929,2005-06-27,Pedro
847,848,2004-10-31,Oficina,Alquiler,Tarragona,223,1566129,2005-04-06,Jesús
848,849,2004-11-01,Casa,Venta,Tarragona,120,1003320,2005-07-18,Carmen
849,850,2004-11-01,Piso,Alquiler,Girona,159,1391091,2005-06-16,Carmen
850,851,2004-11-01,Casa,Alquiler,Girona,157,1032118,2005-06-16,Luisa
851,852,2004-11-02,Casa,Alquiler,Girona,237,1768020,2005-04-27,Luisa
852,853,2004-11-02,Piso,Venta,Tarragona,246,1708716,2005-03-16,Jesús
853,854,2004-11-02,Piso,Alquiler,Lleida,299,2430272,2005-03-26,Carmen
854,855,2004-11-03,Suelo,Venta,Girona,223,1650200,2005-08-28,Carmen
855,856,2004-11-03,Industrial,Venta,Barcelona,247,995657,2005-06-29,Jesús
856,857,2004-11-03,Industrial,Venta,Girona,238,2379048,2005-09-08,María
857,858,2004-11-03,Oficina,Alquiler,Lleida,251,1821758,2005-06-11,Luisa
858,859,2004-11-03,Suelo,Venta,Barcelona,65,397540,2005-05-22,Joaquín
859,860,2004-11-03,Piso,Venta,Lleida,288,2242656,2005-02-11,Jesús
860,861,2004-11-03,Piso,Alquiler,Girona,96,891456,2005-07-28,Pedro
861,862,2004-11-04,Local,Alquiler,Barcelona,152,631560,2005-10-28,Joaquín
862,863,2004-11-06,Oficina,Alquiler,Barcelona,246,2328636,2005-03-10,Luisa
863,864,2004-11-06,Industrial,Venta,Girona,108,553608,2005-02-04,Luisa
864,865,2004-11-06,Parking,Alquiler,Girona,110,523160,2005-09-11,Joaquín
865,866,2004-11-07,Parking,Venta,Girona,136,1054544,2005-09-18,María
866,867,2004-11-07,Suelo,Venta,Tarragona,82,418692,2005-09-10,Luisa
867,868,2004-11-07,Suelo,Venta,Tarragona,127,912114,2005-09-20,Joaquín
868,869,2004-11-07,Parking,Alquiler,Lleida,183,1082079,2005-09-07,Carmen
869,870,2004-11-08,Industrial,Venta,Tarragona,245,1951180,2005-04-06,Luisa
870,871,2004-11-08,Casa,Alquiler,Tarragona,88,726352,2005-06-13,Joaquín
871,872,2004-11-09,Piso,Alquiler,Girona,185,1390460,2005-08-29,Jesús
872,873,2004-11-09,Industrial,Alquiler,Lleida,295,2923155,2005-05-06,Luisa
873,874,2004-11-09,Piso,Venta,Tarragona,80,458560,2005-02-22,Pedro
874,875,2004-11-09,Oficina,Alquiler,Girona,147,1259202,2005-05-03,Pedro
875,876,2004-11-09,Industrial,Venta,Tarragona,114,968658,2005-06-29,María
876,877,2004-11-09,Oficina,Alquiler,Lleida,128,549120,2005-03-16,Carmen
877,878,2004-11-10,Industrial,Alquiler,Barcelona,145,1372135,2005-04-18,Pedro
878,879,2004-11-10,Oficina,Venta,Lleida,147,1070307,2005-07-10,Pedro
879,880,2004-11-11,Parking,Alquiler,Lleida,272,1542784,2005-06-24,Joaquín
880,881,2004-11-11,Casa,Alquiler,Lleida,113,645569,2005-06-10,Carmen
881,882,2004-11-11,Local,Venta,Tarragona,220,970420,2005-08-28,Luisa
882,883,2004-11-11,Piso,Venta,Girona,266,1370964,2005-10-22,María
883,884,2004-11-11,Piso,Venta,Girona,125,590875,2005-09-20,Carmen
884,885,2004-11-11,Casa,Alquiler,Lleida,151,719213,2005-02-23,Jesús
885,886,2004-11-12,Piso,Venta,Girona,133,1191281,2005-06-28,Joaquín
886,887,2004-11-13,Suelo,Alquiler,Barcelona,160,1356160,2005-11-08,Luisa
887,888,2004-11-13,Oficina,Alquiler,Lleida,95,412395,2005-07-31,María
888,889,2004-11-13,Oficina,Alquiler,Lleida,236,1420012,2005-10-31,Pedro
889,890,2004-11-13,Oficina,Venta,Tarragona,165,1598520,2005-10-11,Pedro
890,891,2004-11-13,Casa,Venta,Girona,255,2543625,2005-08-29,Pedro
891,892,2004-11-14,Casa,Alquiler,Tarragona,226,2025638,2005-05-04,María
892,893,2004-11-14,Casa,Venta,Tarragona,228,1115604,2005-09-21,Pedro
893,894,2004-11-14,Parking,Alquiler,Lleida,92,610696,2005-05-04,Jesús
894,895,2004-11-14,Industrial,Alquiler,Barcelona,229,1341024,2005-09-12,Jesús
895,896,2004-11-14,Piso,Alquiler,Tarragona,226,1340632,2005-09-24,Luisa
896,897,2004-11-15,Suelo,Alquiler,Lleida,64,581568,2005-02-15,Carmen
897,898,2004-11-15,Casa,Venta,Barcelona,258,2449452,2005-03-14,Jesús
898,899,2004-11-16,Local,Venta,Barcelona,58,315810,2005-06-14,Jesús
899,900,2004-11-16,Casa,Alquiler,Barcelona,136,1072768,2005-04-02,Pedro
900,901,2004-11-16,Parking,Alquiler,Girona,294,1653456,2005-07-18,Pedro
901,902,2004-11-17,Oficina,Alquiler,Barcelona,294,2722146,2005-11-05,Joaquín
902,903,2004-11-17,Suelo,Alquiler,Tarragona,151,1029367,2005-05-05,Carmen
903,904,2004-11-17,Piso,Venta,Barcelona,62,455762,2005-07-25,Pedro
904,905,2004-11-18,Local,Alquiler,Girona,116,479892,2005-11-11,Joaquín
905,906,2004-11-18,Industrial,Alquiler,Tarragona,68,500140,2005-10-27,Pedro
906,907,2004-11-18,Oficina,Alquiler,Barcelona,59,491706,2005-07-03,Jesús
907,908,2004-11-18,Parking,Venta,Girona,134,933444,2005-04-17,Pedro
908,909,2004-11-18,Industrial,Venta,Tarragona,127,1204595,2005-04-15,Carmen
909,910,2004-11-19,Piso,Alquiler,Tarragona,197,1506853,2005-11-16,Jesús
910,911,2004-11-20,Local,Alquiler,Barcelona,135,1036665,2005-11-08,Pedro
911,912,2004-11-20,Suelo,Alquiler,Lleida,200,1967400,2005-08-30,Pedro
912,913,2004-11-20,Suelo,Alquiler,Lleida,250,1676500,2005-08-30,Pedro
913,914,2004-11-20,Piso,Venta,Girona,48,366480,2005-09-19,Pedro
914,915,2004-11-20,Oficina,Venta,Girona,285,1869885,2005-08-10,Jesús
915,916,2004-11-21,Piso,Alquiler,Lleida,155,1511095,2005-08-20,María
916,917,2004-11-21,Parking,Venta,Tarragona,263,1719757,2005-08-28,Pedro
917,918,2004-11-22,Industrial,Alquiler,Lleida,197,1662089,2005-06-29,Carmen
918,919,2004-11-22,Casa,Alquiler,Lleida,270,1311660,2005-10-11,María
919,920,2004-11-23,Industrial,Venta,Barcelona,137,1242042,2005-08-08,Luisa
920,921,2004-11-24,Suelo,Venta,Tarragona,163,1273030,2005-06-16,Luisa
921,922,2004-11-24,Oficina,Venta,Lleida,217,1238202,2005-05-11,Joaquín
922,923,2004-11-24,Suelo,Venta,Tarragona,257,1440742,2005-07-09,Carmen
923,924,2004-11-25,Parking,Alquiler,Girona,283,2213909,2005-05-10,Luisa
924,925,2004-11-25,Parking,Alquiler,Lleida,298,2039512,2005-10-11,Joaquín
925,926,2004-11-25,Suelo,Alquiler,Barcelona,298,2376550,2005-10-19,Luisa
926,927,2004-11-25,Suelo,Alquiler,Barcelona,151,709700,2005-03-16,Carmen
927,928,2004-11-26,Industrial,Alquiler,Barcelona,283,1615647,2005-06-06,Joaquín
928,929,2004-11-27,Local,Alquiler,Tarragona,73,410260,2005-10-29,Carmen
929,930,2004-11-27,Local,Venta,Tarragona,161,1604687,2005-03-05,Luisa
930,931,2004-11-27,Suelo,Venta,Lleida,223,2053384,2005-11-13,Carmen
931,932,2004-11-29,Parking,Venta,Lleida,121,754435,2005-04-23,Joaquín
932,933,2004-11-29,Parking,Alquiler,Tarragona,150,795000,2005-10-17,Luisa
933,934,2004-11-29,Casa,Alquiler,Girona,228,2212740,2005-10-10,Jesús
934,935,2004-11-30,Oficina,Alquiler,Lleida,164,1373008,2005-06-09,Pedro
935,936,2004-12-01,Parking,Alquiler,Girona,116,573040,2005-11-01,María
936,937,2004-12-01,Industrial,Alquiler,Girona,276,1932552,2005-10-20,María
937,938,2004-12-01,Local,Venta,Barcelona,158,766774,2005-03-24,Pedro
938,939,2004-12-01,Industrial,Alquiler,Girona,216,1962360,2005-05-17,Pedro
939,940,2004-12-02,Industrial,Venta,Barcelona,249,1662822,2005-07-11,Luisa
940,941,2004-12-02,Industrial,Venta,Barcelona,68,614244,2005-05-11,Jesús
941,942,2004-12-02,Industrial,Alquiler,Tarragona,177,1485915,2005-04-29,Carmen
942,943,2004-12-03,Piso,Venta,Tarragona,268,1273000,2005-06-16,Carmen
943,944,2004-12-03,Piso,Alquiler,Girona,66,558030,2005-12-01,Carmen
944,945,2004-12-04,Piso,Venta,Tarragona,162,894888,2005-03-26,Pedro
945,946,2004-12-04,Piso,Venta,Girona,243,1447551,2005-09-13,Pedro
946,947,2004-12-04,Suelo,Venta,Lleida,103,474624,2005-03-25,Carmen
947,948,2004-12-05,Piso,Alquiler,Girona,237,1725597,2005-07-07,Pedro
948,949,2004-12-05,Parking,Alquiler,Barcelona,206,1241562,2005-07-27,María
949,950,2004-12-05,Piso,Venta,Girona,233,2153852,2005-03-11,Pedro
950,951,2004-12-06,Oficina,Venta,Barcelona,65,307255,2005-10-11,Carmen
951,952,2004-12-07,Industrial,Venta,Barcelona,142,954808,2005-06-18,María
952,953,2004-12-07,Casa,Alquiler,Girona,240,1510320,2005-10-19,Carmen
953,954,2004-12-08,Parking,Venta,Lleida,68,330956,2005-09-18,María
954,955,2004-12-09,Suelo,Venta,Girona,200,1938400,2005-08-25,María
955,956,2004-12-09,Piso,Venta,Tarragona,80,509840,2005-05-21,Carmen
956,957,2004-12-09,Casa,Alquiler,Tarragona,84,368760,2005-07-30,Luisa
957,958,2004-12-10,Local,Alquiler,Tarragona,227,1071667,2005-05-26,Carmen
958,959,2004-12-10,Parking,Venta,Tarragona,291,1872876,2005-05-16,María
959,960,2004-12-10,Suelo,Venta,Girona,275,1732500,2005-07-10,Joaquín
960,961,2004-12-10,Parking,Alquiler,Girona,96,535584,2005-10-22,Carmen
961,962,2004-12-10,Oficina,Alquiler,Barcelona,174,1271592,2005-07-13,Joaquín
962,963,2004-12-11,Local,Venta,Lleida,190,1593720,2005-05-28,Pedro
963,964,2004-12-11,Suelo,Venta,Girona,185,1038590,2005-07-15,Luisa
964,965,2004-12-11,Industrial,Venta,Girona,56,525616,2005-08-15,Joaquín
965,966,2004-12-11,Piso,Alquiler,Lleida,213,1994532,2005-04-22,María
966,967,2004-12-12,Piso,Venta,Girona,175,722925,2005-03-18,Carmen
967,968,2004-12-12,Local,Alquiler,Lleida,96,769824,2005-10-03,Jesús
968,969,2004-12-14,Piso,Venta,Lleida,272,2581552,2005-10-22,Pedro
969,970,2004-12-14,Piso,Alquiler,Girona,232,1193408,2005-06-07,Luisa
970,971,2004-12-14,Piso,Venta,Lleida,200,1145600,2005-09-22,María
971,972,2004-12-14,Piso,Venta,Girona,219,1059303,2005-07-27,Joaquín
972,973,2004-12-15,Casa,Alquiler,Lleida,126,600642,2005-08-20,Jesús
973,974,2004-12-15,Parking,Alquiler,Lleida,131,920144,2005-12-10,Jesús
974,975,2004-12-16,Suelo,Venta,Lleida,77,409563,2005-07-30,Pedro
975,976,2004-12-16,Local,Alquiler,Barcelona,232,1236560,2005-11-20,Pedro
