,Tipo,Operación,Provincia
1651,Casa,Alquiler,Girona
1652,Piso,Alquiler,Lleida
1653,Oficina,Alquiler,Lleida
1654,Local,Alquiler,Barcelona
1655,Oficina,Alquiler,Lleida
1656,Casa,Alquiler,Barcelona
1657,Parking,Alquiler,Barcelona
1658,Suelo,Alquiler,Barcelona
1659,Suelo,Alquiler,Lleida
1660,Oficina,Venta,Barcelona
1661,Piso,Venta,Lleida
1662,Parking,Alquiler,Barcelona
1663,Oficina,Venta,Girona
1664,Industrial,Alquiler,Lleida
1665,Oficina,Alquiler,Lleida
1666,Local,Venta,Barcelona
1667,Oficina,Alquiler,Lleida
1668,Oficina,Alquiler,Girona
1669,Local,Venta,Tarragona
1670,Industrial,Venta,Tarragona
1671,Oficina,Venta,Girona
1672,Industrial,Venta,Lleida
1673,Casa,Venta,Girona
1674,Piso,Alquiler,Tarragona
1675,Oficina,Venta,Tarragona
1676,Industrial,Venta,Lleida
1677,Oficina,Venta,Lleida
1678,Oficina,Venta,Barcelona
1679,Piso,Alquiler,Lleida
1680,Casa,Venta,Girona
1681,Casa,Alquiler,Girona
1682,Suelo,Venta,Tarragona
1683,Industrial,Alquiler,Girona
1684,Piso,Alquiler,Barcelona
1685,Piso,Venta,Lleida
1686,Parking,Alquiler,Girona
1687,Piso,Alquiler,Lleida
1688,Piso,Alquiler,Girona
1689,Parking,Venta,Girona
1690,Casa,Venta,Tarragona
1691,Local,Venta,Lleida
1692,Suelo,Venta,Lleida
1693,Local,Venta,Girona
1694,Casa,Alquiler,Girona
1695,Industrial,Venta,Barcelona
1696,Industrial,Venta,Girona
1697,Industrial,Alquiler,Barcelona
1698,Industrial,Alquiler,Barcelona
1699,Parking,Venta,Barcelona
1700,Piso,Venta,Barcelona
1701,Industrial,Alquiler,Lleida
1702,Industrial,Venta,Lleida
1703,Industrial,Venta,Barcelona
1704,Local,Alquiler,Tarragona
1705,Industrial,Alquiler,Tarragona
1706,Piso,Alquiler,Tarragona
1707,Casa,Alquiler,Tarragona
1708,Parking,Alquiler,Barcelona
1709,Local,Venta,Barcelona
1710,Local,Venta,Barcelona
1711,Parking,Alquiler,Lleida
1712,Piso,Venta,Girona
1713,Suelo,Venta,Barcelona
1714,Industrial,Alquiler,Tarragona
1715,Oficina,Venta,Tarragona
1716,Parking,Alquiler,Tarragona
1717,Local,Venta,Barcelona
1718,Industrial,Venta,Lleida
1719,Local,Venta,Barcelona
1720,Oficina,Alquiler,Lleida
1721,Piso,Alquiler,Tarragona
1722,Oficina,Alquiler,Lleida
1723,Parking,Venta,Tarragona
1724,Local,Alquiler,Barcelona
1725,Oficina,Alquiler,Lleida
1726,Industrial,Venta,Tarragona
1727,Piso,Alquiler,Tarragona
1728,Suelo,Venta,Tarragona
1729,Oficina,Venta,Tarragona
1730,Parking,Venta,Tarragona
1731,Oficina,Venta,Barcelona
1732,Industrial,Venta,Barcelona
1733,Oficina,Alquiler,Barcelona
1734,Parking,Alquiler,Girona
1735,Industrial,Alquiler,Tarragona
1736,Piso,Venta,Barcelona
1737,Casa,Alquiler,Tarragona
1738,Local,Alquiler,Girona
1739,Local,Venta,Tarragona
1740,Oficina,Venta,Tarragona
1741,Parking,Venta,Girona
1742,Casa,Venta,Girona
1743,Piso,Venta,Tarragona
1744,Casa,Venta,Tarragona
1745,Parking,Alquiler,Barcelona
1746,Piso,Alquiler,Girona
1747,Piso,Alquiler,Barcelona
1748,Piso,Alquiler,Tarragona
1749,Local,Venta,Girona
1750,Parking,Alquiler,Girona
1751,Piso,Venta,Tarragona
1752,Casa,Alquiler,Tarragona
1753,Piso,Venta,Lleida
1754,Casa,Venta,Barcelona
1755,Oficina,Alquiler,Lleida
1756,Suelo,Alquiler,Tarragona
1757,Parking,Alquiler,Lleida
1758,Casa,Venta,Tarragona
1759,Local,Alquiler,Barcelona
1760,Piso,Venta,Lleida
1761,Casa,Venta,Girona
1762,Local,Alquiler,Girona
1763,Piso,Alquiler,Barcelona
1764,Industrial,Alquiler,Barcelona
1765,Oficina,Venta,Barcelona
1766,Parking,Venta,Lleida
1767,Suelo,Alquiler,Barcelona
1768,Oficina,Venta,Tarragona
1769,Piso,Venta,Barcelona
1770,Local,Alquiler,Tarragona
1771,Industrial,Alquiler,Lleida
1772,Casa,Venta,Barcelona
1773,Casa,Venta,Lleida
1774,Local,Venta,Girona
1775,Parking,Venta,Tarragona
1776,Local,Venta,Girona
1777,Local,Alquiler,Barcelona
1778,Suelo,Alquiler,Barcelona
1779,Casa,Venta,Barcelona
1780,Casa,Venta,Barcelona
1781,Casa,Alquiler,Barcelona
1782,Piso,Venta,Lleida
1783,Parking,Alquiler,Girona
1784,Oficina,Venta,Tarragona
1785,Casa,Venta,Lleida
1786,Parking,Venta,Tarragona
1787,Parking,Venta,Girona
1788,Oficina,Alquiler,Girona
1789,Local,Venta,Girona
1790,Oficina,Alquiler,Girona
1791,Local,Venta,Barcelona
1792,Casa,Alquiler,Barcelona
1793,Local,Alquiler,Girona
1794,Oficina,Venta,Barcelona
1795,Casa,Alquiler,Girona
1796,Suelo,Alquiler,Lleida
1797,Local,Alquiler,Barcelona
1798,Oficina,Alquiler,Lleida
1799,Industrial,Venta,Lleida
1800,Piso,Venta,Tarragona
1801,Oficina,Venta,Barcelona
1802,Casa,Venta,Lleida
1803,Suelo,Venta,Barcelona
1804,Suelo,Venta,Barcelona
1805,Industrial,Venta,Tarragona
1806,Local,Alquiler,Girona
1807,Local,Venta,Lleida
1808,Local,Alquiler,Girona
1809,Industrial,Venta,Barcelona
1810,Oficina,Venta,Lleida
1811,Oficina,Venta,Barcelona
1812,Local,Alquiler,Girona
1813,Local,Alquiler,Barcelona
1814,Local,Alquiler,Girona
1815,Industrial,Venta,Tarragona
1816,Industrial,Venta,Girona
1817,Local,Venta,Lleida
1818,Casa,Venta,Lleida
1819,Industrial,Venta,Lleida
1820,Casa,Alquiler,Girona
1821,Casa,Venta,Girona
1822,Parking,Alquiler,Barcelona
1823,Local,Alquiler,Lleida
1824,Piso,Venta,Girona
1825,Suelo,Venta,Barcelona
1826,Oficina,Venta,Girona
1827,Local,Venta,Barcelona
1828,Industrial,Alquiler,Lleida
1829,Oficina,Venta,Lleida
1830,Oficina,Venta,Tarragona
1831,Piso,Alquiler,Lleida
1832,Piso,Alquiler,Lleida
1833,Casa,Alquiler,Girona
1834,Oficina,Venta,Tarragona
1835,Parking,Alquiler,Barcelona
1836,Parking,Alquiler,Lleida
1837,Suelo,Alquiler,Tarragona
1838,Casa,Alquiler,Girona
1839,Suelo,Alquiler,Barcelona
1840,Local,Alquiler,Tarragona
1841,Industrial,Venta,Lleida
1842,Industrial,Alquiler,Tarragona
1843,Parking,Alquiler,Tarragona
1844,Suelo,Alquiler,Tarragona
1845,Local,Alquiler,Lleida
1846,Oficina,Alquiler,Tarragona
1847,Oficina,Venta,Girona
1848,Casa,Venta,Girona
1849,Parking,Alquiler,Barcelona
1850,Parking,Venta,Tarragona
1851,Piso,Alquiler,Girona
1852,Industrial,Alquiler,Barcelona
1853,Suelo,Venta,Barcelona
1854,Casa,Venta,Girona
1855,Casa,Venta,Girona
1856,Local,Venta,Lleida
1857,Parking,Alquiler,Lleida
1858,Casa,Alquiler,Girona
1859,Oficina,Alquiler,Girona
1860,Suelo,Venta,Lleida
1861,Parking,Venta,Barcelona
1862,Suelo,Venta,Tarragona
1863,Oficina,Alquiler,Girona
1864,Casa,Venta,Lleida
1865,Suelo,Venta,Lleida
1866,Parking,Venta,Tarragona
1867,Suelo,Venta,Girona
1868,Piso,Venta,Girona
1869,Suelo,Venta,Girona
1870,Oficina,Venta,Girona
1871,Industrial,Alquiler,Girona
1872,Parking,Alquiler,Tarragona
1873,Piso,Venta,Lleida
1874,Oficina,Venta,Lleida
1875,Local,Alquiler,Lleida
1876,Oficina,Venta,Tarragona
1877,Local,Venta,Girona
1878,Piso,Venta,Tarragona
1879,Oficina,Alquiler,Girona
1880,Piso,Alquiler,Tarragona
1881,Suelo,Alquiler,Lleida
1882,Parking,Alquiler,Girona
1883,Local,Alquiler,Barcelona
1884,Suelo,Venta,Tarragona
1885,Oficina,Alquiler,Girona
1886,Parking,Venta,Barcelona
1887,Suelo,Venta,Tarragona
1888,Piso,Alquiler,Lleida
1889,Oficina,Venta,Tarragona
1890,Local,Alquiler,Barcelona
1891,Industrial,Venta,Tarragona
1892,Oficina,Alquiler,Barcelona
1893,Parking,Venta,Girona
1894,Suelo,Venta,Lleida
1895,Oficina,Venta,Lleida
1896,Oficina,Alquiler,Barcelona
1897,Suelo,Alquiler,Lleida
1898,Industrial,Alquiler,Barcelona
1899,Local,Venta,Tarragona
1900,Piso,Alquiler,Tarragona
1901,Casa,Alquiler,Lleida
1902,Parking,Venta,Barcelona
1903,Oficina,Venta,Tarragona
1904,Local,Alquiler,Lleida
1905,Local,Alquiler,Tarragona
1906,Suelo,Venta,Tarragona
1907,Parking,Venta,Lleida
1908,Parking,Alquiler,Tarragona
1909,Suelo,Alquiler,Tarragona
1910,Casa,Alquiler,Barcelona
1911,Industrial,Venta,Girona
1912,Industrial,Alquiler,Tarragona
1913,Local,Alquiler,Lleida
1914,Industrial,Alquiler,Lleida
1915,Oficina,Venta,Lleida
1916,Local,Venta,Tarragona
1917,Parking,Venta,Girona
1918,Oficina,Alquiler,Tarragona
1919,Suelo,Venta,Girona
1920,Oficina,Venta,Girona
1921,Casa,Venta,Tarragona
1922,Suelo,Alquiler,Tarragona
1923,Parking,Alquiler,Tarragona
1924,Industrial,Alquiler,Barcelona
1925,Suelo,Alquiler,Girona
1926,Parking,Alquiler,Girona
1927,Piso,Alquiler,Tarragona
1928,Piso,Alquiler,Girona
1929,Industrial,Alquiler,Tarragona
1930,Casa,Alquiler,Tarragona
1931,Local,Venta,Girona
1932,Industrial,Alquiler,Barcelona
1933,Industrial,Alquiler,Tarragona
1934,Industrial,Alquiler,Tarragona
1935,Piso,Venta,Barcelona
1936,Suelo,Venta,Girona
1937,Local,Venta,Tarragona
1938,Industrial,Alquiler,Girona
1939,Industrial,Venta,Girona
1940,Casa,Venta,Lleida
1941,Oficina,Alquiler,Girona
1942,Oficina,Venta,Lleida
1943,Local,Alquiler,Girona
1944,Local,Venta,Lleida
1945,Piso,Alquiler,Barcelona
1946,Piso,Alquiler,Lleida
1947,Casa,Alquiler,Barcelona
1948,Piso,Venta,Barcelona
1949,Industrial,Venta,Barcelona
1950,Industrial,Alquiler,Girona
1951,Casa,Alquiler,Lleida
1952,Parking,Alquiler,Girona
1953,Industrial,Venta,Lleida
1954,Casa,Venta,Barcelona
1955,Industrial,Venta,Girona
1956,Oficina,Alquiler,Barcelona
1957,Parking,Alquiler,Lleida
1958,Casa,Venta,Tarragona
1959,Industrial,Venta,Tarragona
1960,Suelo,Venta,Barcelona
1961,Suelo,Venta,Barcelona
1962,Oficina,Alquiler,Tarragona
1963,Piso,Venta,Girona
1964,Parking,Alquiler,Lleida
1965,Local,Venta,Barcelona
1966,Casa,Venta,Lleida
1967,Local,Venta,Lleida
1968,Piso,Venta,Barcelona
1969,Casa,Venta,Barcelona
1970,Oficina,Alquiler,Girona
1971,Casa,Alquiler,Tarragona
1972,Parking,Venta,Girona
1973,Parking,Alquiler,Girona
1974,Suelo,Alquiler,Barcelona
1975,Local,Venta,Barcelona
1976,Local,Alquiler,Tarragona
1977,Casa,Venta,Tarragona
1978,Industrial,Alquiler,Barcelona
1979,Local,Venta,Lleida
1980,Local,Alquiler,Girona
1981,Piso,Venta,Barcelona
1982,Suelo,Alquiler,Barcelona
1983,Oficina,Venta,Tarragona
1984,Piso,Venta,Tarragona
1985,Oficina,Alquiler,Barcelona
1986,Parking,Alquiler,Girona
1987,Industrial,Alquiler,Girona
1988,Casa,Venta,Barcelona
1989,Suelo,Alquiler,Tarragona
1990,Oficina,Venta,Tarragona
1991,Industrial,Venta,Lleida
1992,Local,Venta,Girona
1993,Casa,Venta,Girona
1994,Local,Alquiler,Barcelona
1995,Industrial,Venta,Tarragona
1996,Casa,Venta,Tarragona
1997,Local,Venta,Tarragona
1998,Piso,Venta,Tarragona
1999,Oficina,Venta,Tarragona
2000,Suelo,Venta,Barcelona
2001,Casa,Venta,Barcelona
2002,Piso,Alquiler,Tarragona
2003,Oficina,Alquiler,Barcelona
2004,Industrial,Alquiler,Lleida
2005,Parking,Venta,Girona
2006,Oficina,Alquiler,Barcelona
2007,Casa,Alquiler,Barcelona
2008,Parking,Alquiler,Tarragona
2009,Piso,Venta,Barcelona
2010,Oficina,Venta,Lleida
2011,Piso,Venta,Tarragona
2012,Casa,Alquiler,Lleida
2013,Oficina,Alquiler,Girona
2014,Parking,Venta,Girona
2015,Casa,Alquiler,Girona
2016,Parking,Alquiler,Barcelona
2017,Industrial,Venta,Barcelona
2018,Parking,Alquiler,Tarragona
2019,Piso,Alquiler,Lleida
2020,Oficina,Alquiler,Lleida
2021,Industrial,Venta,Tarragona
2022,Local,Venta,Girona
2023,Casa,Alquiler,Girona
2024,Local,Alquiler,Lleida
2025,Oficina,Alquiler,Barcelona
2026,Industrial,Venta,Girona
2027,Local,Venta,Barcelona
2028,Local,Alquiler,Barcelona
2029,Casa,Alquiler,Barcelona
2030,Parking,Venta,Lleida
2031,Industrial,Venta,Girona
2032,Casa,Alquiler,Girona
2033,Casa,Alquiler,Girona
2034,Industrial,Venta,Lleida
2035,Parking,Venta,Barcelona
2036,Local,Venta,Barcelona
2037,Local,Alquiler,Barcelona
2038,Parking,Venta,Barcelona
2039,Oficina,Alquiler,Lleida
2040,Industrial,Venta,Tarragona
2041,Suelo,Venta,Barcelona
2042,Casa,Alquiler,Girona
2043,Suelo,Alquiler,Lleida
2044,Piso,Alquiler,Tarragona
2045,Industrial,Alquiler,Girona
2046,Piso,Alquiler,Barcelona
2047,Local,Venta,Tarragona
2048,Casa,Venta,Barcelona
2049,Casa,Alquiler,Barcelona
2050,Parking,Venta,Tarragona
2051,Industrial,Alquiler,Girona
2052,Oficina,Venta,Girona
2053,Oficina,Venta,Tarragona
2054,Industrial,Alquiler,Barcelona
2055,Piso,Alquiler,Girona
2056,Industrial,Alquiler,Barcelona
2057,Industrial,Alquiler,Tarragona
2058,Oficina,Alquiler,Barcelona
2059,Oficina,Venta,Barcelona
2060,Suelo,Venta,Lleida
2061,Local,Alquiler,Lleida
2062,Suelo,Venta,Barcelona
2063,Industrial,Alquiler,Barcelona
2064,Casa,Venta,Tarragona
2065,Local,Alquiler,Girona
2066,Oficina,Alquiler,Lleida
2067,Local,Alquiler,Lleida
2068,Oficina,Alquiler,Barcelona
2069,Suelo,Venta,Barcelona
2070,Oficina,Alquiler,Lleida
2071,Casa,Venta,Barcelona
2072,Casa,Venta,Girona
2073,Industrial,Venta,Barcelona
2074,Local,Venta,Lleida
2075,Piso,Venta,Barcelona
2076,Industrial,Alquiler,Lleida
2077,Oficina,Alquiler,Barcelona
2078,Industrial,Alquiler,Barcelona
2079,Suelo,Venta,Girona
2080,Local,Venta,Girona
2081,Piso,Alquiler,Tarragona
2082,Piso,Venta,Girona
2083,Parking,Alquiler,Girona
2084,Industrial,Venta,Girona
2085,Local,Alquiler,Girona
2086,Parking,Alquiler,Barcelona
2087,Industrial,Venta,Lleida
2088,Suelo,Alquiler,Tarragona
2089,Suelo,Alquiler,Lleida
2090,Suelo,Venta,Lleida
2091,Suelo,Venta,Girona
2092,Industrial,Alquiler,Tarragona
2093,Casa,Alquiler,Girona
2094,Local,Venta,Lleida
2095,Local,Alquiler,Lleida
2096,Local,Alquiler,Tarragona
2097,Oficina,Alquiler,Girona
2098,Local,Venta,Lleida
2099,Casa,Venta,Lleida
2100,Piso,Venta,Tarragona
2101,Local,Venta,Tarragona
2102,Casa,Alquiler,Tarragona
2103,Oficina,Venta,Barcelona
2104,Oficina,Alquiler,Lleida
2105,Parking,Alquiler,Tarragona
2106,Industrial,Venta,Lleida
2107,Oficina,Venta,Tarragona
2108,Casa,Venta,Lleida
2109,Suelo,Alquiler,Barcelona
2110,Oficina,Venta,Lleida
2111,Parking,Venta,Tarragona
2112,Oficina,Venta,Lleida
2113,Oficina,Alquiler,Lleida
2114,Casa,Alquiler,Tarragona
2115,Parking,Alquiler,Tarragona
2116,Suelo,Alquiler,Lleida
2117,Industrial,Venta,Lleida
2118,Suelo,Alquiler,Girona
2119,Oficina,Alquiler,Girona
2120,Industrial,Alquiler,Tarragona
2121,Oficina,Alquiler,Girona
2122,Local,Venta,Barcelona
2123,Parking,Venta,Lleida
2124,Casa,Venta,Barcelona
2125,Piso,Venta,Barcelona
2126,Piso,Venta,Lleida
2127,Parking,Venta,Lleida
2128,Casa,Alquiler,Barcelona
2129,Piso,Venta,Lleida
2130,Oficina,Alquiler,Tarragona
2131,Suelo,Alquiler,Tarragona
2132,Casa,Venta,Barcelona
2133,Parking,Venta,Lleida
2134,Industrial,Alquiler,Tarragona
2135,Piso,Venta,Tarragona
2136,Local,Venta,Tarragona
2137,Parking,Venta,Girona
2138,Industrial,Alquiler,Lleida
2139,Piso,Alquiler,Lleida
2140,Industrial,Alquiler,Lleida
2141,Suelo,Alquiler,Tarragona
2142,Parking,Alquiler,Tarragona
2143,Piso,Alquiler,Tarragona
2144,Oficina,Venta,Tarragona
2145,Piso,Venta,Tarragona
2146,Casa,Venta,Barcelona
2147,Oficina,Alquiler,Tarragona
2148,Oficina,Alquiler,Barcelona
2149,Industrial,Alquiler,Barcelona
2150,Local,Venta,Lleida
2151,Piso,Venta,Barcelona
2152,Parking,Venta,Barcelona
2153,Oficina,Venta,Girona
2154,Industrial,Alquiler,Girona
2155,Industrial,Alquiler,Tarragona
2156,Casa,Venta,Tarragona
2157,Casa,Venta,Tarragona
2158,Oficina,Venta,Barcelona
2159,Piso,Alquiler,Tarragona
2160,Parking,Venta,Lleida
2161,Piso,Alquiler,Barcelona
2162,Piso,Alquiler,Lleida
2163,Oficina,Venta,Tarragona
2164,Casa,Venta,Barcelona
2165,Parking,Alquiler,Girona
2166,Suelo,Venta,Barcelona
2167,Piso,Alquiler,Tarragona
2168,Suelo,Venta,Tarragona
2169,Parking,Alquiler,Tarragona
2170,Industrial,Alquiler,Barcelona
2171,Industrial,Alquiler,Lleida
2172,Oficina,Venta,Tarragona
2173,Suelo,Venta,Lleida
2174,Casa,Alquiler,Lleida
2175,Suelo,Alquiler,Tarragona
2176,Suelo,Alquiler,Barcelona
2177,Industrial,Venta,Girona
2178,Oficina,Venta,Girona
2179,Piso,Alquiler,Tarragona
2180,Suelo,Venta,Lleida
2181,Industrial,Venta,Tarragona
2182,Local,Venta,Tarragona
2183,Suelo,Alquiler,Tarragona
2184,Local,Alquiler,Girona
2185,Parking,Alquiler,Barcelona
2186,Industrial,Alquiler,Tarragona
2187,Oficina,Venta,Girona
2188,Local,Venta,Girona
2189,Piso,Venta,Tarragona
2190,Casa,Alquiler,Tarragona
2191,Casa,Venta,Lleida
2192,Parking,Alquiler,Barcelona
2193,Local,Alquiler,Tarragona
2194,Casa,Venta,Lleida
2195,Oficina,Alquiler,Barcelona
2196,Oficina,Venta,Lleida
2197,Local,Venta,Barcelona
2198,Industrial,Venta,Tarragona
2199,Casa,Venta,Girona
2200,Industrial,Alquiler,Barcelona
2201,Parking,Venta,Barcelona
2202,Casa,Alquiler,Tarragona
2203,Industrial,Alquiler,Tarragona
2204,Industrial,Venta,Lleida
2205,Casa,Venta,Girona
2206,Casa,Venta,Barcelona
2207,Industrial,Venta,Tarragona
2208,Oficina,Venta,Tarragona
2209,Local,Alquiler,Lleida
2210,Local,Venta,Lleida
2211,Local,Venta,Barcelona
2212,Suelo,Alquiler,Girona
2213,Industrial,Venta,Girona
2214,Suelo,Alquiler,Lleida
2215,Casa,Alquiler,Girona
2216,Local,Venta,Tarragona
2217,Casa,Alquiler,Barcelona
2218,Oficina,Alquiler,Lleida
2219,Suelo,Alquiler,Lleida
2220,Parking,Alquiler,Girona
2221,Industrial,Venta,Girona
2222,Piso,Alquiler,Girona
2223,Parking,Venta,Barcelona
2224,Suelo,Venta,Tarragona
2225,Oficina,Alquiler,Girona
2226,Casa,Venta,Girona
2227,Suelo,Venta,Tarragona
2228,Local,Alquiler,Lleida
2229,Local,Alquiler,Girona
2230,Industrial,Alquiler,Girona
2231,Parking,Venta,Barcelona
2232,Suelo,Alquiler,Girona
2233,Oficina,Alquiler,Barcelona
2234,Suelo,Venta,Barcelona
2235,Piso,Venta,Tarragona
2236,Industrial,Venta,Tarragona
2237,Casa,Alquiler,Lleida
2238,Oficina,Alquiler,Tarragona
2239,Casa,Venta,Girona
2240,Suelo,Alquiler,Girona
2241,Industrial,Venta,Tarragona
2242,Piso,Alquiler,Barcelona
2243,Casa,Alquiler,Girona
2244,Parking,Alquiler,Barcelona
2245,Industrial,Alquiler,Girona
2246,Industrial,Alquiler,Tarragona
2247,Casa,Venta,Barcelona
2248,Suelo,Venta,Girona
2249,Industrial,Alquiler,Barcelona
2250,Casa,Alquiler,Girona
2251,Parking,Venta,Lleida
2252,Piso,Venta,Tarragona
2253,Oficina,Alquiler,Tarragona
2254,Oficina,Alquiler,Lleida
2255,Industrial,Alquiler,Barcelona
2256,Piso,Alquiler,Girona
2257,Parking,Alquiler,Barcelona
2258,Oficina,Alquiler,Girona
2259,Oficina,Alquiler,Barcelona
2260,Industrial,Alquiler,Lleida
2261,Piso,Venta,Tarragona
2262,Casa,Alquiler,Tarragona
2263,Industrial,Alquiler,Lleida
2264,Local,Alquiler,Tarragona
2265,Oficina,Venta,Girona
2266,Local,Venta,Barcelona
2267,Parking,Alquiler,Girona
2268,Industrial,Venta,Tarragona
2269,Oficina,Venta,Girona
2270,Local,Alquiler,Girona
2271,Local,Alquiler,Tarragona
2272,Piso,Alquiler,Tarragona
2273,Parking,Alquiler,Lleida
2274,Suelo,Venta,Tarragona
2275,Casa,Alquiler,Barcelona
2276,Oficina,Venta,Girona
2277,Oficina,Alquiler,Tarragona
2278,Oficina,Venta,Tarragona
2279,Parking,Alquiler,Tarragona
2280,Suelo,Alquiler,Barcelona
2281,Casa,Venta,Tarragona
2282,Oficina,Alquiler,Girona
2283,Local,Alquiler,Girona
2284,Piso,Venta,Girona
2285,Local,Venta,Lleida
2286,Suelo,Venta,Tarragona
2287,Industrial,Venta,Girona
2288,Industrial,Venta,Barcelona
2289,Piso,Venta,Lleida
2290,Piso,Venta,Girona
2291,Suelo,Venta,Barcelona
2292,Local,Venta,Tarragona
2293,Suelo,Venta,Tarragona
2294,Local,Venta,Barcelona
2295,Casa,Alquiler,Tarragona
2296,Casa,Alquiler,Lleida
2297,Oficina,Venta,Tarragona
2298,Industrial,Alquiler,Girona
2299,Oficina,Venta,Tarragona
2300,Casa,Alquiler,Tarragona
2301,Suelo,Alquiler,Tarragona
2302,Industrial,Alquiler,Girona
2303,Local,Venta,Barcelona
2304,Casa,Alquiler,Barcelona
2305,Piso,Venta,Lleida
2306,Local,Alquiler,Tarragona
2307,Local,Alquiler,Lleida
2308,Parking,Venta,Tarragona
2309,Suelo,Venta,Girona
2310,Suelo,Alquiler,Girona
2311,Parking,Alquiler,Girona
2312,Suelo,Alquiler,Girona
2313,Suelo,Alquiler,Barcelona
2314,Local,Alquiler,Lleida
2315,Parking,Venta,Girona
2316,Parking,Venta,Tarragona
2317,Suelo,Venta,Tarragona
2318,Piso,Venta,Lleida
2319,Oficina,Alquiler,Tarragona
2320,Casa,Alquiler,Tarragona
2321,Casa,Alquiler,Barcelona
2322,Local,Venta,Tarragona
2323,Piso,Venta,Girona
2324,Parking,Alquiler,Barcelona
2325,Casa,Venta,Girona
2326,Industrial,Venta,Tarragona
2327,Local,Alquiler,Barcelona
2328,Local,Venta,Tarragona
2329,Parking,Alquiler,Tarragona
2330,Parking,Venta,Lleida
2331,Industrial,Venta,Lleida
2332,Industrial,Venta,Lleida
2333,Industrial,Venta,Barcelona
2334,Oficina,Venta,Girona
2335,Industrial,Alquiler,Barcelona
2336,Local,Venta,Barcelona
2337,Industrial,Alquiler,Girona
2338,Local,Venta,Lleida
2339,Casa,Venta,Tarragona
2340,Piso,Venta,Girona
2341,Suelo,Venta,Lleida
2342,Piso,Alquiler,Lleida
2343,Oficina,Alquiler,Girona
2344,Oficina,Alquiler,Barcelona
2345,Industrial,Venta,Lleida
2346,Oficina,Venta,Girona
2347,Suelo,Alquiler,Lleida
2348,Casa,Venta,Girona
2349,Oficina,Venta,Lleida
2350,Parking,Alquiler,Lleida
2351,Local,Venta,Tarragona
2352,Oficina,Venta,Barcelona
2353,Suelo,Alquiler,Lleida
2354,Casa,Venta,Barcelona
2355,Parking,Venta,Girona
2356,Industrial,Alquiler,Girona
2357,Suelo,Venta,Girona
2358,Suelo,Alquiler,Girona
2359,Piso,Alquiler,Tarragona
2360,Local,Venta,Barcelona
2361,Industrial,Alquiler,Tarragona
2362,Parking,Alquiler,Tarragona
2363,Parking,Alquiler,Girona
2364,Local,Alquiler,Tarragona
2365,Parking,Alquiler,Tarragona
2366,Local,Venta,Tarragona
2367,Casa,Venta,Lleida
2368,Piso,Alquiler,Lleida
2369,Piso,Alquiler,Lleida
2370,Suelo,Venta,Lleida
2371,Local,Alquiler,Girona
2372,Piso,Venta,Barcelona
2373,Piso,Venta,Lleida
2374,Local,Venta,Girona
2375,Casa,Alquiler,Tarragona
2376,Parking,Alquiler,Girona
2377,Local,Venta,Barcelona
2378,Piso,Venta,Barcelona
2379,Piso,Alquiler,Tarragona
2380,Parking,Venta,Girona
2381,Casa,Venta,Barcelona
2382,Industrial,Alquiler,Girona
2383,Casa,Venta,Girona
2384,Industrial,Alquiler,Barcelona
2385,Piso,Alquiler,Lleida
2386,Casa,Venta,Girona
2387,Parking,Venta,Lleida
2388,Local,Alquiler,Girona
2389,Casa,Venta,Lleida
2390,Casa,Alquiler,Barcelona
2391,Oficina,Venta,Lleida
2392,Piso,Alquiler,Tarragona
2393,Industrial,Venta,Girona
2394,Piso,Alquiler,Tarragona
2395,Local,Venta,Barcelona
2396,Parking,Alquiler,Barcelona
2397,Parking,Alquiler,Tarragona
2398,Piso,Venta,Tarragona
2399,Suelo,Alquiler,Lleida
2400,Local,Venta,Girona
2401,Suelo,Alquiler,Lleida
2402,Oficina,Alquiler,Lleida
2403,Oficina,Venta,Girona
2404,Parking,Alquiler,Barcelona
2405,Suelo,Alquiler,Tarragona
2406,Local,Venta,Barcelona
2407,Piso,Alquiler,Tarragona
2408,Suelo,Alquiler,Lleida
2409,Parking,Venta,Tarragona
2410,Industrial,Venta,Tarragona
2411,Local,Alquiler,Girona
2412,Suelo,Alquiler,Tarragona
2413,Oficina,Alquiler,Lleida
2414,Oficina,Venta,Girona
2415,Suelo,Venta,Girona
2416,Local,Venta,Girona
2417,Industrial,Alquiler,Girona
2418,Oficina,Alquiler,Lleida
2419,Piso,Alquiler,Lleida
2420,Industrial,Alquiler,Tarragona
2421,Industrial,Venta,Tarragona
2422,Oficina,Alquiler,Girona
2423,Oficina,Alquiler,Barcelona
2424,Suelo,Venta,Barcelona
2425,Suelo,Venta,Girona
2426,Parking,Venta,Barcelona
2427,Industrial,Alquiler,Lleida
2428,Casa,Venta,Girona
2429,Casa,Venta,Girona
2430,Suelo,Venta,Lleida
2431,Local,Alquiler,Barcelona
2432,Piso,Venta,Girona
2433,Casa,Alquiler,Tarragona
2434,Parking,Alquiler,Lleida
2435,Suelo,Venta,Girona
2436,Casa,Alquiler,Tarragona
2437,Piso,Venta,Lleida
2438,Piso,Alquiler,Barcelona
2439,Industrial,Alquiler,Girona
2440,Piso,Alquiler,Barcelona
2441,Local,Alquiler,Lleida
2442,Piso,Alquiler,Girona
2443,Oficina,Alquiler,Tarragona
2444,Parking,Alquiler,Lleida
2445,Piso,Alquiler,Girona
2446,Piso,Venta,Girona
